0 9.53674316406e-07
1 9.53674316406e-07
2 9.53674316406e-07
3 0.0
4 9.53674316406e-07
5 2.14576721191e-06
6 3.09944152832e-06
7 5.00679016113e-06
8 6.91413879395e-06
9 1.21593475342e-05
10 1.90734863281e-05
11 2.90870666504e-05
12 4.6968460083e-05
13 7.60555267334e-05
14 0.000123977661133
15 0.000200033187866
16 0.000334978103638
17 0.000521183013916
18 0.000845909118652
19 0.00147604942322
20 0.00226497650146
21 0.00371503829956
22 0.00550603866577
23 0.00967288017273
24 0.0157392024994
25 0.0241341590881
26 0.0364270210266
27 0.0607268810272
28 0.093631029129
29 0.151309013367
30 0.26038312912
31 0.402110815048
32 0.670866966248
33 1.08324098587
34 1.72197508812
35 2.79282593727
