0 0 
1 0 
2 0 
3 0 
4 0 
5 0 
6 1e-06 
7 0 
8 0 
9 0 
10 1e-06 
11 1e-06 
12 1e-06 
13 2e-06 
14 3e-06 
15 5e-06 
16 8e-06 
17 1.2e-05 
18 2e-05 
19 3.3e-05 
20 5.2e-05 
21 8.5e-05 
22 0.000137 
23 0.000221 
24 0.000358 
25 0.000578 
26 0.000942 
27 0.001524 
28 0.002487 
29 0.004252 
30 0.005819 
31 0.010064 
32 0.016997 
33 0.026576 
34 0.04039 
35 0.063515 
